"LIMA","518"
"LORETO","27"
"LAMBAYEQUE","15"
"CALLAO","18"
"CUSCO","11"
"JUNIN","12"
"ANCASH","6"
"AREQUIPA","15"
"HUANUCO","4"
"LA LIBERTAD","10"
"PIURA","20"
"ICA","4"
"MADRE DE DIOS","1"
"APURIMAC","0"
"AYACUCHO","0"
"CAJAMARCA","1"
"HUANCAVELICA","0"
"MOQUEGUA","0"
"PASCO","1"
"PUNO","0"
"SAN MARTIN","2"
"TACNA","0"
"TUMBES","6"
"UCAYALI","0"
"AMAZONAS","0"
