"LIMA","369"
"LORETO","18"
"LAMBAYEQUE","12"
"CALLAO","10"
"CUSCO","10"
"JUNIN","11"
"ANCASH","5"
"AREQUIPA","10"
"HUANUCO","2"
"LA LIBERTAD","6"
"PIURA","19"
"ICA","2"
"MADRE DE DIOS","1"
"APURIMAC","0"
"AYACUCHO","0"
"CAJAMARCA","1"
"HUANCAVELICA","0"
"MOQUEGUA","0"
"PASCO","0"
"PUNO","0"
"SAN MARTIN","1"
"TACNA","0"
"TUMBES","3"
"UCAYALI","0"
"AMAZONAS","0"
